"1593","Principal+Component+Analysis"
"1592","labview"
"1587","aggregated+queris+processing"
"1586","+VAWT"
"1584","electronic+commerce"
"1577","Query+Expansion"
"1567","animation"
"1551","viral+marketing"
"1546","The+Internet+of+things"
"1545","capital+structure"
"1536","Selective+fusion+of+heterogeneous+classifiers+"
"1535","An+Analysis+of+Tower+Controller-Pilot+Voice+Communications."
"1534","eye+tracking"
"1533","transforming+growth+factor-beta++fibrosis"
"1532","camera+calibration"
"1532","web+service+category"
"1531","digital+library"
"1529","information+extraction"
"1529","network+on+chip"
"1524","cognitive+radio%3B+beamforming%3B+SINR"
"1523","procrastination"
"1521","Object+tracking+A+survey"
"1520","business"
"1515","online+learning"
"1514","mean+shift"
"1506","speech+acts"
"1502","simics"
"1498","gesture+recognition"
"1495","linux"
"1492","On+the+asymptotic+theory+of+the+bootstrap."
"1488","workflow"
"1486","Comparative+analysis+of+multi-item+online+auctions%3Aevidence+from+the+lab"
"1485","blog"
"1482","LBAC"
"1478","fast+motion+saliency"
"1477","operating+system"
"1476","jiawei+han"
"1475","software+engineering"
"1474","value+at+risk"
"1472","virtual+reality"
"1471","Wireless+Intelligent+Street+Light+Control+System"
"1471","TDOA+and+time+delay+estimation"
"1466","phonetics+and+phonology"
"1459","MIMO"
"1459","network"
"1455","management"
"1454","trust"
"1446","Intelligent+Transportation+System"
"1445","adult+learning+theory"
"1444","Indoor+Navigation+for+Unmanned+Aerial+Vehicles"
"1442","Tsunami+run-up+and+draw-down+on+a+plane+beach"
"1432","A+New+Approach+to+Linear+Filtering+and+Prediction+Problems"
"1432","bittorrent"
"1431","RSSI"
"1431","sudoku"
"1427","unemployment+in+egypt"
"1426","Analysis+of+chaotic+systems+using+the+cell+mapping+approach"
"1424","gene+therapy"
"1424","group+buying"
"1422","motion++saliency+"
"1410","user+interface+design"
"1409","Model+Goodness+of+Fit:+A+Multiple+Resolution+Procedure"
"1409","recommender+system"
"1408","global+warming"
"1407","xml"
"1406","THE+LASSO+METHOD+FOR+VARIABLE+SELECTION+IN+THE+COX+"
"1405","history+of+the+internet"
"1397","a+practical+method+for+constructing+LR+processors"
"1390","a+broker-based+framework+for+qos-aware"
"1385","MapReduce"
"1384","recent+research+paper+on+mimo+system"
"1375","FPGA"
"1373","efficient+market+hypothesis"
"1372","education"
"1370","grid+computing"
"1364","decision+making"
"1359","positive+psychology"
"1358","natural+resource+management+and+sustainable+agriculture+community+assessors"
"1358","nanotechnology"
"1356","particle+swarm+optimization"
"1353","mobile+commerce"
"1353","+large+deviation++++resource+allocation"
"1353","speech+recognition"
"1352","Drifts+and+volatilities%3A+Monetary+policies+and+outcomes"
"1349","Detecting+communities+in+social+networks+using+max-min+modularity"
"1348","Three+dimensional+hydroelastic+water+entry%3A+Preliminary+results.+"
"1345","multicast"
"1338","cfl3d"
"1334","likert+scale"
"1333","Motion+adaptive+scan+rate+up-conversion"
"1330","robonaut"
"1329","target+tracking+"
"1328","hidden+markov+model"
"1326","outsourcing"
"1324","+The+effect+of+spaceborne+microwave+and+ground-based+continuous+lighting+measurements+on+forecasts+of+the+1998+Groundhog-+day+storm.+"
"1324","Age-of-Acquisition+Effects+in+Word+and+Picture+Identification"
"1322","plagiarism"
"1320","cloud%20computing"
"1319","convolutional+deep+belief+networks+for+scalable+unsupervised+learing+of+hierarchial+representation"
"1318","collaborative+filtering"
"1317","embodied+cognition"
"1316","The%20Complexity%20of%20Approximating%20the%20Entropy"
"1314","GPU+%2B+fluid+%2B+dynamics"
"1314","c%23"
"1312","knowledge+sharing"
"1310","sociedade+da+informa%C3%A7%C3%A3o"
"1309","Genetic+Algorithm"
"1309","Cost-Benefit+Analysis+of+E-Learning"
"1308","but+as+discourse+marker"
"1308","steganography"
"1298","crowdsourcing"
"1294","Cloud+computing"
"1293","opinion+mining"
"1291","latent+semantic+analysis"
"1288","TCP+unfairness+in+ad+hoc+wireless+networks+and+a+neighborhood+RED+solution"
"1288","microfinance"
"1285","Semidefinite+Programming+for+Ad+Hoc+Wireless+Sensor+Network+Localization"
"1283","iris+recognition"
"1278","causes+of+corruption"
"1275","real+time+large+deformation+character+skinning+in+graphics+hardware"
"1272","pdf+on+ray+tracing+model+for+mimo"
"1270","communication+patterns+in+VANETs"
"1266","cloud+computing+Fault+tolerance+OR+reliability+OR+Virtualization"
"1265","uav+taiwan+research"
"1263","text+classification"
"1260","IEEE+Transactions+on"
"1257","moodle"
"1256","DDOS"
"1254","Augmented+Reality"
"1253","virtual+community"
"1252","real-time+matching+survey"
"1250","Weiss+et+al.+2007"
"1249","facebook+and+privacy"
"1247","Theoretical+analysis+of+maximum+flow+declination+rate+versus+maximum+area+declination+rate+in+phonation."
"1242","online+social+networks"
"1239","A+generic+information+platform+for+product+families"
"1238","Review+++machine+translation"
"1238","model+for+broadband+Internet+on+the+train"
"1235","childhood+obesity"
"1235","decision+tree"
"1233","information+systems"
"1224","A.+W.+Knapp"
"1219","corruption"
"1218","robust+global+motion+estimation"
"1217","gradient-based+learning+applied+recognition"
"1216","Content-Based+Video+Retrieval"
"1214","wimax"
"1213","adaptive+autorgressive+model"
"1211","%22mobile+search%22"
"1210","business+intelligence"
"1210","quadrotor"
"1209","change+blindness"
"1209","particle+filter"
"1207","inventory+management"
"1204","wiki"
"1203","microblog"
"1201","fuzzy+system+and+knowledge+engineering"
"1201","patient+safety"
"1200","%5Bpdf%5D+a+survey+of+wormhole+routing+techniques"
"1197","pervasive+computing"
"1193","benchmarking"
"1191","web+1.0"
"1190","organizational+performance+%2Bsustainable+competitive+advantage++%2F+LIBYAN+ARAB+JAMAHIRIYA"
"1190","software+as+a+service"
"1186","user+generate+content"
"1184","financial+crisis"
"1183","Particle+Filter+"
"1183","%22boundary+effect%22+ad+hoc+network"
"1178","action+research"
"1176","component+deployment++QoS"
"1176","genetic+algorithms"
"1175","social+health+insurance+"
"1175","Finite+State+++promela"
"1166","Automatic+face+recognition"
"1163","supply+chain"
"1163","implementation+research"
"1159","brittle+fracture+in+polycrystalline+microstructures+with+the+extended+finite+element+method"
"1159","benefits+of+video+games"
"1158","cpu"
"1156","Representing+and+recognizing+the"
"1154","Pyroprocessing+Technology+in+Korea"
"1145","Internet+of+Things"
"1143","financial+crisis+2008"
"1140","genetic+programming"
"1138","m-learning"
"1133","music+retrieval"
"1132","e-business"
"1131","fast+and+robust+fixed-point+algorithm"
"1131","wireless+network+security"
"1131","adam+galinsky"
"1130","blogging"
"1124","xen"
"1119","Combined+Forecast"
"1118","java"
"1117","License+Plate+Recognition+System"
"1114","learning+style"
"1114","human+motion+capture"
"1113","learning+to+rank"
"1111","edge+detection"
"1110","On+the+evolution+of+random+graphs"
"1110","recursive+newton-euler+algorithm"
"1105","second+language+acquisition"
"1105","connectivism"
"1104","mean+shift+edge+tracking"
"1099","appearance-based+face+recognition+and+light+field"
"1098","botnet"
"1094","image+processing"
"1085","+A+survey+on+context-aware+systems+"
"1084","intrusion+detection+system"
"1082","+wikipedia"
"1082","Wikipedia"
"1080","return+on+investment"
"1080","stereo+vision"
"1079","the+internet+of+things"
"1079","ad+hoc+sensor+wireless+networks"
"1073","agile+software+development"
"1073","smartcam"
"1071","support+vector+machines"
"1065","adaboost"
"1065","Fingerprint+Image+Enhancement%3A+Algorithm+and+Performance+Evaluation"
"1062","Social+Networking+Services"
"1059","TiO2++++P1+symmetry+++++CASTEP"
"1059","enterprise+architecture"
"1059","Mirror+neurons+and+the+social+nature+of+language:+The+neural"
"1059","metadata"
"1058","multimedia"
"1055","spatial+data+mining"
"1050","software+testing"
"1047","Ray+tracing+method"
"1044","semuadalamjudul:+%22support+vector+machine%22+-lecture+-handout+-resume+-curriculum+-vitae+-poster+-guide+-call+-linux"
"1043","surveillance+uav+aerodynamic"
"1042","history++insurance+UK"
"1042","Improving+Specificity+in+PDMs+Using+a"
"1039","netflix"
"1038","video+games+in+education"
"1036","image+processing+cluster+analysis"
"1035","A"
"1035","Investigations+of+C/A+code+and+carrier+measurements+and+techniques+for+rapid+static+GPS+surveys"
"1031","cyber+physical+system"
"1031","object+recognition"
"1027","microblogging"
"1020","conditional+random+fields"
"1020","service+oriented+architecture"
"1020","Neural+Network+function+Approximation"
"1019","Distributed+energy+generation+and+sustainable+development"
"1016","Yossi+Matias"
"1015","Asymptotically+optimum+detection+of+primary+user+in+cognitive+radio+networks%5B"
"1015","file+sharing"
"1015","curriculum+design+theory++++engineering"
"1013","Privacy+Preserving+Data+Mining"
"1013","Savage+++1954"
"1012","unemployment"
"1012","The+small+world+of+the+cerebral+cortex"
"1009","Object+tracking+with+self-updating+tracking+window"
"1008","mimo"
"1008","The+5-GHz+airport+surface+area+channel%E2%80%94Part+II%3A+Measurement+and+modeling+results+for+"
"1005","landmarks+localization"
"1004","%22integer+promotion%22"
"1004","multi+agent+Search"
"1002","author:%22Schneidman%22+intitle:%22Ion+channel+stochasticity+may+be+critical+in+determining+...%22+"
"1001","Annual+Review+stall+surge"
"1001","particle+swarm+genetic+algorithm+their+hybrids+optimization+profiled+"
"1001","fpga"
"1000","albedo"
"1000",".Directions+to+Acknowledge+Learners%E2%80%99+Self-Organization+in+CSCL+Macro-scripts"
"1000","monitoring+and+evaluation"
"999","mobile+payment"
"999","cryptography"
"999","modular+design"
"995","recommendation+system"
"995","Italian+clitics"
"994","research+methodology,+YUSERRIE+ZAINUDDIN"
"991","Think+Globally,fit+locally%3Aunsupervised+learning+of+low+dimensional+manifolds"
"990","constructing+RFID+flowcubes+for+multi-dimensional+analysis+of+commodity+flows"
"989","model+predictive+control"
"988","+Measure+of+Segregation"
"987","Adaptive+Scene-Based+Non-Uniformity+Correction+Methodfor+Infrared-Focal+Plane+Arrays."
"986","resolvent+restriction+reserve+in+dynamic+economic+dispatch"
"985","opnet"
"985","Evolutionary+clustering"
"983","underwater+dynamic+++++++positioning"
"982","experiential+learning"
"981","internet+security++filetype:pdf"
"979","bayesian+network"
"975","Diego+Puga"
"974","non-negative+matrix+factorization"
"973","Iterative+Ray-tracing"
"972","character+segmentation"
"969","Environmental+assessment+of+international+transportation+of+products"
"965","implicit+association+test"
"965","skin+face+detection+time+complexity"
"963","Security+Pol+icy+Confl+icts+Detection"
"963","manifold+++surface+point+clouds"
"962","A%20Subjective%20Study%20to%20Evaluate%20Video%20Quality%20Assessment"
"961","optical+flow"
"961","%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7"
"961","spectral+clustering"
"961","Subspace+linear+discriminant+analysis+for+face+recognition"
"957","weka"
"957","Differences+of+opinion"
"957","Van+Dijk+T+A+Macrostructures+"
"956","vehicle+detection"
"956","%E2%80%9Cresponse+surface+methodology%E2%80%9D+%E2%80%9CBayesian+method%E2%80%9D"
"955","intimate+partner+violence"
"954","image+super-resolution+via+sparse+representation+"
"954","sparse+coding"
"952","fast+box+filtering"
"951","defend+against+DDoS+attacks"
"951","ubiquitous+computing"
"951","transfer+of+learning"
"950","underwater+glider+system+study"
"947","Tablet+PC"
"946","kalman"
"946","bond+DSGE"
"942","andragogy"
"942","event+management"
"942","wireless+sensor+network+++greenhouse"
"940","quantitative+easing"
"940","trust+region+nonlinear+equations"
"938","Masters+thesis+on+data+mining"
"937","sybil+attack"
"937","igoogle"
"936","Mobility%E2%80%94aware++topology+control++in++mobile+ad++hoc+network"
"936","vehicle+routing+problem"
"933","Mel+Frequency+Cepstral+Coefficients+for+Music+Modeling"
"931","+Controller+Pilot+"
"928","intrusion+detection"
"928","smartphone"
"925","a+dichromatic+framework+for+balanced+trees"
"924","GPU"
"922","Efficient+creativity%3A+constraint-guided+conceptual+combination"
"922","A+solution+to+Plato%27s+problem%3A+The+latent+semantic+analysis+theory+of+acquisition%2C+induction%2C+and+representation+of+knowledge."
"921","thematic+analysis"
"920","same+sex+marriage"
"917","EML+learning"
"917","database+security"
"916","G+Tzanetakis"
"915","Total+ship+computing+environment"
"912","motion+saliency+dct"
"910","GIS"
"910","a+versatile+detection+system+for+colorectal+lesions+in+endoscopy+video-frames"
"909","heuristic+evaluation+game+for+education"
"909","++network+security++filetype:pdf"
"908","risk+management+in+banking"
"905","wahr++love+numbers"
"904","Multi-body+collsion+expriment"
"903","The+Pacific+Nort+hwest+experience+wit+h+production+intensification+t+hrough+recirculation."
"903","Distinctive+image+features+from+scale-invariant+keypoints"
"902","zigbee"
"901","software+architecture"
"900","inertial+platform++calibration+"
"899","k-means+clustering"
"898","spam"
"897","Comparison+between+GPS+and+Galileo+satellite+availability+in+the+presence+of+CW+interference"
"896","botnet++dns"
"894","a+path+independent+integral+and+the+approximate+analysis+of+strain+concentration+by+notches+and+cracks"
"894","qualitative+data+analysis"
"892","pdf"
"890","%22support+vector%22+regression"
"889","Web-based+teaching+and+learner+control:+a+research+review+"
"889","engineering+education"
"887","wikipedia+"
"887","open+source+software"
"887","collocated+finite-volume+++unstructured+grid"
"886","attention+map++video+coding"
"886","technology+acceptance+model"
"884","motion+capture"
"884","customer+relationship+management"
"883","instant+messaging"
"883","management+information+systems"
"881","rescue+uwb+radar"
"880","qos"
"879","intercultural+competence"
"877","computer+vision"
"876","%5Bpdf%5D++management+information+system+"
"876","pragmatic+translation"
"875","sensor"
"875","3d+service"
"873","malware"
"871","joined+wing+aerodynamic"
"871","motivation"
"870","three-dimensional+city+model"
"870","wordnet"
"870","database"
"869","boosting"
"868","Local+polynomial+kernel+regression+for+generalized+linear+models+and+quasi-likelihood+functions"
"868","Cisco12000+crossbar+eslip"
"865","Blind+source+separation+by+sparse+decomposition+in+a+signal+dictionary"
"864","Twitter"
"863","SVM"
"863","definition+of+motivation"
"860","social+network+analysis"
"853","Energy-efficient%2C+collision-free+medium+access+control+for+wireless+sensor+networks"
"852","image+denoising"
"851","sql+injection"
"851","differential+evolution"
"850","parallel+genetic+algorithm+matlab+toolbox"
"849","Recycling+hazardous+Logistics"
"848","image+enhancement"
"846","Public+Key+Encryption+Scheme+with+Keyword+Search"
"845","Brian+Yamauchi"
"842","A+review+of+process+fault+detection+and+diagnosis+part+I%3A+quantitative+model-based+methods"
"840","Boosting+a+weak+learning+algorithm+by+majority"
"840","independent+component+analysis"
"838","probabilistic+rfid"
"838","gpu"
"837","WIKIPEDIA"
"837","ieee"
"836","video+text+recognition+using+sequential+monte+carlo+and+"
"836","Research+of+Digital+Watermarking+Based+on+Wavelet+Transform"
"832","Recirculating+aquaculture+systems+in+Korea-development+of+an+environmentally+friendly+aquaculture+sytem+intensive+bio-production+Korean"
"832","autism"
"830","serious+games"
"830","georgios.b.giannakis"
"829","wireless"
"828","The+borehole+camera:+An+investigative+geophysical+tool+applied+to+engineering,+environmental,+and+mining+challenges"
"827","deep+web"
"827","petri+net"
"825","NSLS++sandstone"
"825","recommender+systems"
"824","background+subtraction"
"822","policy+evaluation"
"821","hand+gesture+recognition"
"821","evidence+accumulation+clustering+based+on+k-means+algothrim"
"818","lowe%2B+organazation+science"
"817","c+programming"
"817","conditional+random+field"
"817","GPU+FPGA"
"810","wind+analysis+and+architectural+form"
"809","cloud+computing+"
"808","robot"
"808","python"
"807","concept+map"
"806","e-government"
"806","first-order%20probabilistic%20inference"
"806","ways+to+promoting+online+learning+"
"805","class+diagram"
"805","Sparse+solution+of+underdetermined+linear+equations+by+stagewise+orthogonal+matching+pursuit"
"803","firewall"
"803","predictive+control"
"802","cross+validation"
"802","3d+delaunay"
"801","facebook+login"
"800","neural+fuzzy+network"
"800","osterwalder+business+model"
"800","REAL-TIME+RENDERING+OF+LARGE+TERRAIN+ON+MOBILE+DEVICE+"
"798","Adaptive+demosaicking"
"797","Reaction-diffusion+model+as+a+framework+for+understanding+biological+pattern+formation"
"796","Analysis+of+financial+statements"
"796","DNMT1%E3%80%81DNMT3A%E3%80%81DNMT3B%E3%80%81DNMT3L+DNA+methyltransferases"
"794","ASIFT"
"794","web+services"
"794","framework+for+analyzing+communities+and+their+evolutions+in+dynamic"
"792","image+mosaic+overview+"
"791","wheeled+mobile+robot"
"790","online+community"
"786","research+on+relevance+theory+and++verbal+humor"
"785","mobile+ad+hoc+network"
"784","Elicitation+and+measurement+of+auditory+spatial"
"783","The+impact+of+cooperation+on+diversity-+exploiting+protocols"
"783","svm"
"782","e+commerce"
"782","Indoor+localization+for+mobile+node+based+on+RSSI"
"781","sensor+networks"
"781","project+based+learning"
"781","algebra"
"780","root+cause+analysis"
"779","grounded+theory"
"779","self-control++"
"776","ant+colony"
"774","mindfulness"
"774","MVE++robust+statistics"
"771","image+inpainting"
"771","shadow+detection"
"770","personal+learning+environment"
"769","%EF%BD%85%EF%BD%92%EF%BD%92%EF%BD%8F%EF%BD%92%E3%80%80%EF%BD%82%EF%BD%81%EF%BD%92%EF%BD%93"
"767","enterprise+risk+management"
"767","alvin+roth"
"765","Understanding+latent+interactions+in+online+social+networks"
"763","program+slicing"
"763","harbor+++facility"
"763","Data+Mining"
"761","Improving+the+accuracy+of+static+GPS+positioning+with+a+new+stochastic+modelling+procedure"
"761","cctv"
"760","SIMPLIcity+semantics-sensitive"
"759","stereo+matching"
"759","location+based+services"
"758","video+game+violence"
"758","computational+experiment+and+reality"
"757","Coordinated+navigation+of+multiple+underwater+vehicles"
"757","google+docs"
"756","Kernel-based+object+tracking"
"755","cooperative+learning"
"755","Timeliness+in+Non-Repudiation+Protocols"
"754","nonnegative+matrix+factorization"
"754","Edward+Glaeser"
"753","an+approach+towards+predictable"
"752","identity+theft"
"752","hand+tracking"
"752","cognative+radio"
"752","CRF-Filters%3ADiscriminative+Particle+Filters+for+Sequential+State+Estimation"
"751","transmission+control+scheme+for+fast+RFID+objec+identification"
"751","location+based+service"
"751","LOES+identification"
"750","Mining+frequent+patterns+without+candidate+generation"
"750","genetically+modified+food"
"748","terrorism"
"748","SAR+Building"
"748","%27cognitive+fatigue%27"
"748","A+survey+of+index+decomposition+analysis+in+energy+and+environmental+studies%E3%80%82"
"747","internet+monitoring+behavior"
"747","ontology+semantic+indexing"
"747","computer+graphics"
"746","video+games+and+education"
"746","edutainment"
"746","on+the+equivalence+between+the+primal+dual+schema"
"745","software+metrics+in+practice"
"744","THE+ADOPTION+OF+JUST-IN-TIME+PURCHASING+PRACTISES+AND+ITS+IMPACT+ON+FIRM+PERFORMANCE+IN+A+DEVELOPING+COUNTRY%3A+THE+CASE+OF+VIETNAM"
"743","information+management"
"743","music+information+retrieval"
"741","smart+home"
"739","android+security"
"739","data+cleaning"
"737","segway"
"737","bayesian+face+recognition"
"737","folksonomy"
"736","Mobile+users+willingness+to+use"
"734","Banking+sector+in+pakistan"
"733","natural+language+processing"
"732","simulated+annealing"
"732","information+visualization"
"731","context+aware"
"730","Finite+Element+Methods+for+Fluids+Olivier+Pironneau+matlab"
"729","Semi-supervised+learning+literature+survey"
"729","a+sensitive+algorithm+for+detecting+the+inequivalence+of+hadamard+matrices"
"729","language+and+thought"
"728","The+use+of+the+area+under+the+ROC+Curve+in+the+evaluation+of+machine+learning+algorithms"
"725","process+management"
"725","Mobility-aware+web+prefetching+over+heterogeneous"
"725","JFFS3+designissues"
